PassengerId,Survived,Pclass,Sex,Age,Fare,FareLog,SibSp,Parch,FamilySize,FamilySizeBin,IsAlone,HasCabin,TicketGroupSize,AgeMissing,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mrs
205,1,3,0,18.0,8.05,2.2027647577118348,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
206,0,3,1,2.0,10.4625,2.439080837582583,0,1,2,1,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0
207,0,3,0,32.0,15.85,2.8243506567983707,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
208,1,3,0,26.0,18.7875,2.9850504252071306,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,1,3,1,16.0,7.75,2.169053700369523,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
210,1,1,0,40.0,31.0,3.4657359027997265,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
211,0,3,0,24.0,7.05,2.085672091430472,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
212,1,2,1,35.0,21.0,3.091042453358316,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
213,0,3,0,22.0,7.25,2.1102132003465894,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
214,0,2,0,30.0,13.0,2.6390573296152584,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
215,0,3,0,30.0,7.75,2.169053700369523,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
216,1,1,1,31.0,113.275,4.738607824217808,1,0,2,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0
217,1,3,1,27.0,7.925,2.188856327665703,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
218,0,2,0,42.0,27.0,3.332204510175204,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
219,1,1,1,32.0,76.2917,4.347586575960343,0,0,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
220,0,2,0,30.0,10.5,2.4423470353692043,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
221,1,3,0,16.0,8.05,2.2027647577118348,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
222,0,2,0,27.0,13.0,2.6390573296152584,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
223,0,3,0,51.0,8.05,2.2027647577118348,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
224,0,3,0,30.0,7.8958,2.1855792552411137,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
225,1,1,0,38.0,90.0,4.51085950651685,1,0,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
226,0,3,0,22.0,9.35,2.336986519711378,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
227,1,2,0,19.0,10.5,2.4423470353692043,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
228,0,3,0,20.5,7.25,2.1102132003465894,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
229,0,2,0,18.0,13.0,2.6390573296152584,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
230,0,3,1,21.0,25.4667,3.275887339030031,3,1,5,2,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0
231,1,1,1,35.0,83.475,4.436455632600354,1,0,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1
232,0,3,0,29.0,7.775,2.1719067693519296,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
233,0,2,0,59.0,13.5,2.6741486494265287,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
234,1,3,1,5.0,31.3875,3.4777725458882283,4,2,7,2,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0
235,0,2,0,24.0,10.5,2.4423470353692043,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
236,0,3,1,21.0,7.55,2.145931282948669,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
237,0,2,0,44.0,26.0,3.295836866004329,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
238,1,2,1,8.0,26.25,3.305053521109253,0,2,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0
239,0,2,0,19.0,10.5,2.4423470353692043,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
240,0,2,0,33.0,12.275,2.5858825671280026,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
241,0,3,1,21.0,14.4542,2.737880811060884,1,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
242,1,3,1,21.0,15.5,2.803360380906535,1,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0
243,0,2,0,29.0,10.5,2.4423470353692043,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
244,0,3,0,22.0,7.125,2.094945728215801,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
245,0,3,0,30.0,7.225,2.1071782966514356,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,0,1,0,44.0,90.0,4.51085950651685,2,0,3,1,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0
247,0,3,1,25.0,7.775,2.1719067693519296,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
248,1,2,1,24.0,14.5,2.740840023925201,0,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
249,1,1,0,37.0,52.5542,3.980694225190728,1,1,3,1,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
250,0,2,0,54.0,26.0,3.295836866004329,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
251,0,3,0,30.0,7.25,2.1102132003465894,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
252,0,3,1,29.0,10.4625,2.439080837582583,1,1,3,1,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1
253,0,1,0,62.0,26.55,3.3160025355989236,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
254,0,3,0,30.0,16.1,2.8390784635086144,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
255,0,3,1,41.0,20.2125,3.0545906305603445,0,2,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1
256,1,3,1,29.0,15.2458,2.7878344138303452,0,2,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
257,1,1,1,35.0,79.2,4.384523514872469,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
258,1,1,1,30.0,86.5,4.471638793363569,0,0,1,0,1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0
259,1,1,1,35.0,512.3292,6.240917354759096,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
260,1,2,1,50.0,26.0,3.295836866004329,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
261,0,3,0,30.0,7.75,2.169053700369523,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
262,1,3,0,3.0,31.3875,3.4777725458882283,4,2,7,2,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0
263,0,1,0,52.0,79.65,4.390118804571218,1,1,3,1,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0
264,0,1,0,40.0,0.0,0.0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
265,0,3,1,21.0,7.75,2.169053700369523,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
266,0,2,0,36.0,10.5,2.4423470353692043,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
267,0,3,0,16.0,39.6875,3.705920919968788,4,1,6,2,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0
268,1,3,0,25.0,7.775,2.1719067693519296,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
269,1,1,1,58.0,153.4625,5.039951348430309,0,1,2,1,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1
270,1,1,1,35.0,135.6333,4.91730069488021,0,0,1,0,1,1,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0
271,0,1,0,30.0,31.0,3.4657359027997265,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0
272,1,3,0,25.0,0.0,0.0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
273,1,2,1,41.0,19.5,3.0204248861443626,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
274,0,1,0,37.0,29.7,3.4242626545931514,0,1,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
275,1,3,1,21.0,7.75,2.169053700369523,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
276,1,1,1,63.0,77.9583,4.368919865004903,1,0,2,1,0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0
277,0,3,1,45.0,7.75,2.169053700369523,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
278,0,2,0,30.0,0.0,0.0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
279,0,3,0,7.0,29.125,3.405355391810819,4,1,6,2,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0
280,1,3,1,35.0,20.25,3.056356895370426,1,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1
281,0,3,0,65.0,7.75,2.169053700369523,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
282,0,3,0,28.0,7.8542,2.180891922715322,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
283,0,3,0,16.0,9.5,2.3513752571634776,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
284,1,3,0,19.0,8.05,2.2027647577118348,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
285,0,1,0,30.0,26.0,3.295836866004329,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
286,0,3,0,33.0,8.6625,2.2682524139135403,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,1,3,0,30.0,9.5,2.3513752571634776,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
288,0,3,0,22.0,7.8958,2.1855792552411137,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
289,1,2,0,42.0,13.0,2.6390573296152584,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
290,1,3,1,22.0,7.75,2.169053700369523,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
291,1,1,1,26.0,78.85,4.380149874661021,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0
292,1,1,1,19.0,91.0792,4.5226490762785785,1,0,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
293,0,2,0,36.0,12.875,2.630088659632498,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
294,0,3,1,24.0,8.85,2.2874714551839976,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
295,0,3,0,24.0,7.8958,2.1855792552411137,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
296,0,1,0,30.0,27.7208,3.357621598945279,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
297,0,3,0,23.5,7.2292,2.1076888046179385,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,0,1,1,2.0,151.55,5.027492411162679,1,2,4,1,0,1,6,0,0,0,1,0,0,0,0,0,0,1,0,1,0
299,1,1,0,30.0,30.5,3.449987545831587,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
300,1,1,1,50.0,247.5208,5.515526544247129,0,1,2,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
301,1,3,1,21.0,7.75,2.169053700369523,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
302,1,3,0,30.0,23.25,3.188416617383492,2,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0
303,0,3,0,19.0,0.0,0.0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
304,1,2,1,21.0,12.35,2.5915163848462583,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
305,0,3,0,30.0,8.05,2.2027647577118348,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
306,1,1,0,0.92,151.55,5.027492411162679,1,2,4,1,0,1,6,0,0,0,1,0,0,0,0,0,0,1,1,0,0
307,1,1,1,21.0,110.8833,4.717456363787216,0,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0
308,1,1,1,17.0,108.9,4.699570861409576,1,0,2,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
309,0,2,0,30.0,24.0,3.218875824868201,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,1,1,1,30.0,56.9292,4.0592215752427645,0,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
311,1,1,1,24.0,83.1583,4.432699549165613,0,0,1,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
312,1,1,1,18.0,262.375,5.5735788721243535,2,2,5,2,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0
313,0,2,1,26.0,26.0,3.295836866004329,1,1,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
314,0,3,0,28.0,7.8958,2.1855792552411137,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
315,0,2,0,43.0,26.25,3.305053521109253,1,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
316,1,3,1,26.0,7.8542,2.180891922715322,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
317,1,2,1,24.0,26.0,3.295836866004329,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
318,0,2,0,54.0,14.0,2.70805020110221,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
319,1,1,1,31.0,164.8667,5.11118445372147,0,2,3,1,0,1,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0
320,1,1,1,40.0,134.5,4.908971640319756,1,1,3,1,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1
321,0,3,0,22.0,7.25,2.1102132003465894,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
322,0,3,0,27.0,7.8958,2.1855792552411137,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
323,1,2,1,30.0,12.35,2.5915163848462583,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
324,1,2,1,22.0,29.0,3.4011973816621555,1,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1
325,0,3,0,30.0,69.55,4.256321678298823,8,2,11,2,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0
326,1,1,1,36.0,135.6333,4.91730069488021,0,0,1,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
327,0,3,0,61.0,6.2375,1.9792758428991135,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
328,1,2,1,36.0,13.0,2.6390573296152584,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
329,1,3,1,31.0,20.525,3.0692150503137943,1,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1
330,1,1,1,16.0,57.9792,4.077184839375167,0,1,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
331,1,3,1,21.0,23.25,3.188416617383492,2,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0
332,0,1,0,45.5,28.5,3.3843902633457743,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
333,0,1,0,38.0,153.4625,5.039951348430309,0,1,2,1,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
334,0,3,0,16.0,18.0,2.9444389791664403,2,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
335,1,1,1,35.0,133.65,4.902678819257608,1,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1
336,0,3,0,30.0,7.8958,2.1855792552411137,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
337,0,1,0,29.0,66.6,4.213607983048918,1,0,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
338,1,1,1,41.0,134.5,4.908971640319756,0,0,1,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0
339,1,3,0,45.0,8.05,2.2027647577118348,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
340,0,1,0,45.0,35.5,3.597312260588446,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
341,1,2,0,2.0,26.0,3.295836866004329,1,1,3,1,0,1,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0
342,1,1,1,24.0,263.0,5.575949103146316,3,2,6,2,0,1,6,0,0,0,1,0,0,0,0,0,0,1,0,1,0
343,0,2,0,28.0,13.0,2.6390573296152584,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
344,0,2,0,25.0,13.0,2.6390573296152584,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
345,0,2,0,36.0,13.0,2.6390573296152584,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
346,1,2,1,24.0,13.0,2.6390573296152584,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
347,1,2,1,40.0,13.0,2.6390573296152584,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
348,1,3,1,35.0,16.1,2.8390784635086144,1,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1
349,1,3,0,3.0,15.9,2.827313621929028,1,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0
350,0,3,0,42.0,8.6625,2.2682524139135403,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
351,0,3,0,23.0,9.225,2.3248357019288655,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
352,0,1,0,30.0,35.0,3.58351893845611,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
353,0,3,0,15.0,7.2292,2.1076888046179385,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,0,3,0,25.0,17.8,2.933856869835904,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
355,0,3,0,30.0,7.225,2.1071782966514356,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
356,0,3,0,28.0,9.5,2.3513752571634776,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
357,1,1,1,22.0,55.0,4.02535169073515,0,1,2,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0
358,0,2,1,38.0,13.0,2.6390573296152584,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
359,1,3,1,21.0,7.8792,2.1837114628556327,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
360,1,3,1,21.0,7.8792,2.1837114628556327,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
361,0,3,0,40.0,27.9,3.3638415951183864,1,4,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
362,0,2,0,29.0,27.7208,3.357621598945279,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,0,3,1,45.0,14.4542,2.737880811060884,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
364,0,3,0,35.0,7.05,2.085672091430472,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
365,0,3,0,30.0,15.5,2.803360380906535,1,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
366,0,3,0,30.0,7.25,2.1102132003465894,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
367,1,1,1,60.0,75.25,4.334017415487521,1,0,2,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
368,1,3,1,35.0,7.2292,2.1076888046179385,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
369,1,3,1,21.0,7.75,2.169053700369523,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
370,1,1,1,24.0,69.3,4.252771798816619,0,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1
371,1,1,0,25.0,55.4417,4.0332082470129285,1,0,2,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
372,0,3,0,18.0,6.4958,2.0143428636837015,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
373,0,3,0,19.0,8.05,2.2027647577118348,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
374,0,1,0,22.0,135.6333,4.91730069488021,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,0,3,1,3.0,21.075,3.0944457464900235,3,1,5,2,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0
376,1,1,1,35.0,82.1708,4.420896324687287,1,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
377,1,3,1,22.0,7.25,2.1102132003465894,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
378,0,1,0,27.0,211.5,5.358941988364472,0,2,3,1,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
379,0,3,0,20.0,4.0125,1.6119347926326877,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,0,3,0,19.0,7.775,2.1719067693519296,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
381,1,1,1,42.0,227.525,5.4316456135398825,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
382,1,3,1,1.0,15.7417,2.817902613071225,0,2,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
383,0,3,0,32.0,7.925,2.188856327665703,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
384,1,1,1,35.0,52.0,3.970291913552122,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
385,0,3,0,30.0,7.8958,2.1855792552411137,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
386,0,2,0,18.0,73.5,4.310799125385514,0,0,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0
387,0,3,0,1.0,46.9,3.8691155044168695,5,2,8,2,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0
388,1,2,1,36.0,13.0,2.6390573296152584,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
389,0,3,0,30.0,7.7292,2.1666737276227077,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
390,1,2,1,17.0,12.0,2.5649493574615367,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
391,1,1,0,36.0,120.0,4.795790545596741,1,2,4,1,0,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
392,1,3,0,21.0,7.7958,2.174274334826008,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
393,0,3,0,28.0,7.925,2.188856327665703,2,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
394,1,1,1,23.0,113.275,4.738607824217808,1,0,2,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0
395,1,3,1,24.0,16.7,2.8735646395797834,0,2,3,1,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1
396,0,3,0,22.0,7.7958,2.174274334826008,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
397,0,3,1,31.0,7.8542,2.180891922715322,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
398,0,2,0,46.0,26.0,3.295836866004329,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
399,0,2,0,23.0,10.5,2.4423470353692043,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
400,1,2,1,28.0,12.65,2.613739521630969,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
401,1,3,0,39.0,7.925,2.188856327665703,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
402,0,3,0,26.0,8.05,2.2027647577118348,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
403,0,3,1,21.0,9.825,2.3818582738885534,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
404,0,3,0,28.0,15.85,2.8243506567983707,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
405,0,3,1,20.0,8.6625,2.2682524139135403,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
406,0,2,0,34.0,21.0,3.091042453358316,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
407,0,3,0,51.0,7.75,2.169053700369523,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
408,1,2,0,3.0,18.75,2.9831534913471307,1,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0
409,0,3,0,21.0,7.775,2.1719067693519296,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
410,0,3,1,21.0,25.4667,3.275887339030031,3,1,5,2,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0
411,0,3,0,30.0,7.8958,2.1855792552411137,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
